8.0,0.040000003,0.0,0.0
7.9996943,0.07999848,-0.004589081,0.0015311944
7.9996867,0.119996905,-1.1444092E-4,0.001567378
7.9987664,0.15999074,-0.013801575,0.0061696777
7.997538,0.19997844,-0.018424988,0.012309169
7.996002,0.23995845,-0.023036957,0.019987602
7.994159,0.27992925,-0.027648926,0.02920663
7.992007,0.31988928,-0.032283783,0.039967816
7.9895453,0.359837,-0.03691864,0.052272618
7.9867754,0.39977086,-0.041553497,0.0661224
7.983696,0.43968934,-0.046188354,0.08151842
7.980308,0.4795909,-0.05082321,0.09846185
7.976609,0.51947397,-0.055480957,0.11695377
7.9726014,0.55933696,-0.060115814,0.13699514
7.968282,0.5991784,-0.064785,0.15858684
7.9636545,0.63899666,-0.06941986,0.18172967
7.958715,0.6787903,-0.07408905,0.20642431
7.953466,0.7185576,-0.07873535,0.23267132
7.947906,0.7582971,-0.08340454,0.26047122
7.942035,0.79800725,-0.08806229,0.2898244
7.9358535,0.8376865,-0.09272003,0.32073113
7.929362,0.8773333,-0.09737778,0.35319167
7.922559,0.9169461,-0.10204697,0.38720608
7.915445,0.9565233,-0.10670471,0.42277437
7.908021,0.9960634,-0.11136246,0.45989648
7.9002852,1.0355649,-0.11603165,0.4985722
7.8922396,1.075026,-0.12068939,0.5388013
7.883884,1.1144454,-0.1253357,0.5805834
7.875217,1.1538216,-0.13000488,0.623918
7.866239,1.1931528,-0.13466263,0.6688045
7.856952,1.2324376,-0.13930893,0.7152423
7.8473544,1.2716744,-0.14396667,0.7632307
7.8374467,1.3108616,-0.14861298,0.81276876
7.8272285,1.3499978,-0.15327072,0.86385554
7.8167024,1.3890812,-0.15789413,0.9164901
7.805866,1.4281106,-0.16255188,0.9706712
7.7947206,1.4670842,-0.1671753,1.0263977
7.7832665,1.5060005,-0.17181015,1.0836682
7.7715034,1.5448581,-0.176445,1.1424814
7.7594333,1.5836552,-0.18105698,1.2028358
7.7470546,1.6223905,-0.18568039,1.2647296
7.7343674,1.6610624,-0.1903038,1.3281614
7.7213745,1.6996692,-0.19489288,1.3931291
7.7080736,1.7382097,-0.1995163,1.4596311
7.694467,1.776682,-0.20409393,1.5276653
7.6805544,1.8150848,-0.20869446,1.5972296
7.6663356,1.8534164,-0.21328354,1.668322
7.651812,1.8916755,-0.21784973,1.7409401
7.6369834,1.9298605,-0.22242737,1.8150817
7.6218514,1.9679697,-0.22698212,1.8907443
7.606415,2.0060017,-0.23154831,1.9679254
7.5906754,2.043955,-0.23609161,2.0466225
7.574634,2.081828,-0.24062347,2.1268327
7.5582895,2.1196198,-0.24516678,2.2085533
7.5416436,2.157328,-0.2496872,2.2917814
7.5246973,2.1949515,-0.25419617,2.3765142
7.50745,2.2324889,-0.25870514,2.4627483
7.489904,2.2699382,-0.26319122,2.5504808
7.4720583,2.3072987,-0.26768875,2.6397085
7.4539146,2.3445683,-0.27215195,2.730428
7.435473,2.3817456,-0.2766266,2.822636
7.416734,2.4188292,-0.28107834,2.9163287
7.3977,2.4558177,-0.28551865,3.0115027
7.3783693,2.4927096,-0.28995895,3.1081545
7.358744,2.5295033,-0.29437637,3.2062802
7.3388247,2.5661974,-0.2987938,3.305876
7.3186126,2.6027904,-0.30317688,3.4069378
7.298108,2.6392808,-0.3075714,3.5094616
7.277311,2.6756673,-0.3119545,3.6134436
7.256224,2.7119484,-0.31630325,3.7188792
7.2348475,2.7481227,-0.320652,3.8257644
7.2131815,2.7841885,-0.32498932,3.9340947
7.191227,2.8201447,-0.3293152,4.0438657
7.168986,2.8559897,-0.33361816,4.1550727
7.1464577,2.8917217,-0.33792114,4.2677116
7.1236444,2.92734,-0.34220123,4.3817773
7.1005473,2.9628427,-0.34645844,4.497265
7.077166,2.9982283,-0.35071564,4.61417
7.0535026,3.033496,-0.35494995,4.732487
7.0295577,3.0686438,-0.35917282,4.852212
7.0053325,3.1036704,-0.36338425,4.9733386
6.9808273,3.1385744,-0.36757278,5.0958624
6.956044,3.1733546,-0.37174988,5.219778
6.930984,3.2080097,-0.37590408,5.34508
6.9056473,3.242538,-0.38004684,5.4717627
6.8800364,3.2769382,-0.38416672,5.5998206
6.8541503,3.311209,-0.3882866,5.7292485
6.8279924,3.3453488,-0.39237213,5.8600407
6.801562,3.3793566,-0.39645767,5.9921913
6.7748613,3.413231,-0.40050888,6.1256943
6.7478914,3.4469705,-0.40454865,6.2605443
6.720653,3.4805737,-0.40857697,6.3967347
6.693148,3.5140395,-0.41257095,6.53426
6.665377,3.5473664,-0.41656494,6.6731133
6.637342,3.580553,-0.4205246,6.813289
6.609044,3.6135983,-0.4244728,6.954781
6.5804834,3.6465006,-0.42840958,7.097583
6.5516624,3.679259,-0.432312,7.241688
6.5225825,3.7118719,-0.436203,7.3870893
6.4932437,3.744338,-0.44008255,7.533781
6.4636493,3.7766564,-0.44391632,7.6817565
6.4337983,3.8088255,-0.44776154,7.8310084
6.403694,3.840844,-0.45156097,7.9815307
6.373337,3.8727107,-0.4553604,8.133316
6.3427286,3.9044242,-0.45912552,8.286357
6.3118706,3.9359837,-0.46286774,8.440647
6.280764,3.9673874,-0.4665985,8.59618
6.2494106,3.9986346,-0.47030067,8.752947
6.2178116,4.0297236,-0.47398567,8.910942
6.185969,4.0606537,-0.47764206,9.070157
6.153883,4.091423,-0.481287,9.230585
6.1215563,4.1220307,-0.48490334,9.392219
6.08899,4.152476,-0.48849106,9.555051
6.0561852,4.1827564,-0.49207306,9.719073
6.0231447,4.2128725,-0.49560928,9.884278
5.989868,4.2428217,-0.4991455,10.050658
5.956359,4.272603,-0.5026417,10.218206
5.9226174,4.3022165,-0.5061207,10.386913
